Date,Close
2008-06-26,25.964781667437776
2008-06-27,25.922897794794935
2008-06-30,25.948748784964696
2008-07-01,25.718274012355312
2008-07-02,25.136792565024553
2008-07-03,25.49007141006934
2008-07-07,25.405182072456345
2008-07-08,26.093393706668323
2008-07-09,25.133221047682877
2008-07-10,25.013093354636904
2008-07-11,24.647443959623907
2008-07-14,24.6543958450004
2008-07-15,24.263073610054267
2008-07-16,24.881675359985383
2008-07-17,25.145899357965643
2008-07-18,25.12307828526958
2008-07-21,25.106026984454136
2008-07-22,25.440857101666985
2008-07-23,25.802142816450566
2008-07-24,25.240314403605968
2008-07-25,25.376180377412844
2008-07-28,24.8624722461358
2008-07-29,25.3457996351872
2008-07-30,25.79762537794884
2008-07-31,25.506234886351695
2008-08-01,25.358105613499315
2008-08-04,24.98775446967599
2008-08-05,25.601481240585073
2008-08-06,25.77077309956038
2008-08-07,25.183515749653175
2008-08-08,26.439519103433245
2008-08-11,26.598494364139484
2008-08-12,26.231210794264904
2008-08-13,25.94066243905124
2008-08-14,26.0557759352309
2008-08-15,26.033857252039926
2008-08-18,25.600784085143555
2008-08-19,25.381502710423366
2008-08-20,25.611748001391163
2008-08-21,25.809098493848058
2008-08-22,25.946148971827167
2008-08-25,25.469220139940365
2008-08-26,26.30157950091126
2008-08-27,26.196109497383837
2008-08-28,26.772000402614967
2008-08-29,26.608990978195717
2008-09-02,26.142994823606237
2008-09-03,26.287995571329716
2008-09-04,25.71232125981459
2008-09-05,25.52674421901098
2008-09-08,24.897219833821936
2008-09-09,25.824824916451046
2008-09-10,26.340847400655775
2008-09-11,26.30069350445268
2008-09-12,26.13979738480302
2008-09-15,25.016976335733546
2008-09-16,25.674219557741615
2008-09-17,23.95597014011311
2008-09-18,25.259795086967817
2008-09-19,26.55519773502539
2008-09-22,24.940034473580056
2008-09-23,25.27777165092606
2008-09-24,24.580467603843953
2008-09-25,25.264375394600066
2008-09-26,25.58171883553722
2008-09-29,24.302342397323386
2008-09-30,25.171085355925392
2008-10-01,24.944340773470223
2008-10-02,23.95830799622891
2008-10-03,23.78887531813432
2008-10-06,23.12142054940997
2008-10-07,21.923570224870506
2008-10-08,19.608045783389965
2008-10-09,20.536370323289045
2008-10-10,20.18414569660885
2008-10-13,22.52312577859241
2008-10-14,23.008152597076357
2008-10-15,20.477227852928163
2008-10-16,20.89043456213663
2008-10-17,20.791883888793528
2008-10-20,22.431849900955438
2008-10-21,21.450039337124526
2008-10-22,20.256325738314857
2008-10-23,20.011029292101135
2008-10-24,20.359977644050655
2008-10-27,19.478347875691398
2008-10-28,20.09463122555819
2008-10-29,21.3258600993676
2008-10-30,21.662949770881134
2008-10-31,21.946169582042657
2008-11-03,22.105322715430813
2008-11-04,22.638588003687353
2008-11-05,21.559876818297315
2008-11-06,20.645476424390743
2008-11-07,21.62030633241037
2008-11-10,21.362228489131464
2008-11-11,20.894722540990827
2008-11-12,20.03005317887977
2008-11-13,20.971604771860203
2008-11-14,20.02025940520534
2008-11-17,19.77622495026807
2008-11-18,19.930848223489132
2008-11-19,18.80805884183627
2008-11-20,17.654774743345747
2008-11-21,18.811153122004438
2008-11-24,19.286888433567213
2008-11-25,19.3109456925025
2008-11-26,19.986075604779426
2008-11-28,20.45884491469082
2008-12-01,18.923477958986602
2008-12-02,19.648994478429408
2008-12-03,20.05323232996568
2008-12-04,19.206822070018692
2008-12-05,19.90921712787
2008-12-08,17.674077646573657
2008-12-09,20.104125066329434
2008-12-10,20.373919804069878
2008-12-11,19.59402063709654
2008-12-12,19.73791439064207
2008-12-15,19.09443465188728
2008-12-16,19.612498981062544
2008-12-17,19.049288327654004
2008-12-18,18.6084889672916
2008-12-19,19.027843490757725
2008-12-22,18.775954421816667
